Year,Brand,Model Tier,OS,Network Type,Dual Sim,Has5G,Battery_mAh,ScreenSize_in,RAM_GB,StorageGB,Camera_MP,Weight_g,CPU_GHz,Resolution_MP,PriceClass
2017,Huawei,Budget,Android,4G,No ,No,2288,5.55,3,128,32,231,1.87,2.93,0
2019,Samsung,Midrange,Android,4G,es #,NA,3206,5.64,4,256,48,260,2.48,4.04,1
2018,Vivo, flagship , Android ,4G,No,No,4111,5.77,6,256,48,249,2.81,5.05,2
2021,Motorola,budget,Android,4G,Yes,No,3570,5.28,8,64,48,240,2.15,2.81,1
2022,Google,Budget, android,4G,Yes,No,3640,6.05,6,128,24,260,1.64,3.67,1
2018, apple,Midrange, IOS,4G,No,No,3585,5.81,8,128,48,245,2.62,3.75,2
2019,Samsung,Flagship,Android,4G,NA,no,3537,6.41,12,256,64,238,2.46,5.1,3
2019,Samsung,MIDRANGE,android,4G,No,No $,4296,5.61,6,256,48,233,2.15,4.11,2
2020,Motorola,Flagship, android*,5G, Yes, Yes,3979,6.29,8,256,64,260,2.9,5.91,3
2018,OnePlus,Budget ,Android,4G,yes,No,2666,5.23,4,128,24,230,2.3,2.78,1
2019,Apple,Budget,iOS,4G,NO,No,3187,5.03,6,128,48,219,2.29,2.61,1
2021,Nokia,Midrange,Android,4G,Yes,No,3558,6.19,6,256,48,251,2.56,4.55,2
2019,Sony,Budget,Android ,4g ,YES ,No,3284,5.79,4,32,32,252,1.62,3.56,0
2019,Google*,Midrange,android, 4G,Yes,No,3657,5.32,6,128,48,217,1.84,3.99,1
2017,Huawei,Midrange,HarmonyOS,4G,No,No,2919,5.87,NA,256,16,256,1.6,3.16,1
2019,Nokia,FLAGSHIP ,Android,4G,Yes,No,3162,5.86,8,256,48,258,2.69,5.45,3
2020,OnePlus,Midrange,Android,4G,Yes,No,3454,5.46,6,128,48,234,2.47,NA,2
2021,Xiaomi,Budget,Android, 4g , NO ,No,3204,5.71,6,64,48,243,2.28,3.6,1
2016,OnePlus,Budget,Android,4G,Yes,No,2329,5.36,4,32,8,232,1.71,2.03,0
2016,OnePlus,Budget,Android,4G,Yes,NO,2714,4.98,2,32,12,226,1.45,3.04,0
2016, XIAOMI!,Flagship,NDROID #,4G,yes ,No,3834,5.24,8,256,32,256,2.85,4.99,3
2021, samsung,Budget,Android*,4G,Yes,No,3387,5.72,6,128,32,216,2.29,4.37,1
2023,Nokia,Flagship, Android $,5G,Yes,Yes,4255,6.18,12,256,64,235,3.06,6.34,3
2023, Oppo, Midrange $, android,5g$,Yes,YES,3909,6.66,12,256,48,260,2.78,5.3,3
2018, google ,midrange, ANDROID, 4G ,Yes,No,3673,5.73,8,128,32,244,2.11,3.73,1
2022,Samsung,Midrange,Android,4G,Yes,No,3113,5.97,6,256,48,239,2.35,5.36,3
2018,Xiaomi,Flagship,android $,4G,Yes,No,3470,6.35,6,256,64,246,2.7,4.78,3
2020,Xiaom,Budget,Android *,4G,Yes,No,2595,5.82,6,64,32,255,2.3,3.97,0
2021,Nokia, Mdrange, ANDROID,5G,Yes,YES ,3367,6.02,8,256,48,236,2.64,5.06,3
2023,Samsung,Midrange , android,4G,No,No,3752,6.74,8,256,64,260,2.54,5.25,3
2024,Samsung,Budget,Android,5G,Yes,Yes ,2706,5.9,6,32,48,234,2.64,4.7,1
2015, HUAWEI,MIDRANGE,Android,3G,yes,No,3706,5.23,3,128,24,215,2.1,2.91,1
2017,Sony,Buget, android,3G,No#,No ,2689,5.32,4,64,24,249,1.8,2.12,0
2023,Samsung,budget,Android,4G,Yes,NO,3968,5.71,8,128,32,240,1.93,3.59,2
2023,Apple,Midrange#, ios,4G,No,No,3740,6.58,8,256,48,260,2.97,5.33,2
2019,APPLE,Midrange,iOS,4G,No,No,3341,6.15,6,256,64,260,2.27,4.2,2
2023,Apple,NA,iOS,4G,No,No,4510,6.93,8,256,64,260,3.6,7.11,3
2021,ONEPLUS,Midrange, Android,4G,Yes,No,3365,6.24,8,128,48,257,2.25,5.06,2
2018,SAMSUNG*,Midrage, ANDROID,4G,Yes,No,3508,5.2,6,128,48,238,2.64,4.48,2
2015,Samsung, Midrange , androi ,3G, yes,No,NA,5.86,4,128,16,260,1.79,2.96,1
2017,Apple,midrange,iOS,4G,No , No,2891,5.45,6,128,32,235,1.88,3.13,2
2019,SONY,Midrange,Android, 4G,Yes,No,3940,5.71,8,256,32,247,2.2,4.39,2
2021,Google,Midrange,Android,4g!,yes,No,3553,6.4,8,256,64,260,2.26,5.03,3
2021,OPPO ,Budget,Android,4G,Yes!,No,3268,NA,4,128,32,260,2.57,4.46,1
2017,Oppo,Midrange,Android,4G,No,No,2528,5.62,6,128,48,241,2.74,3.99,2
2015, Xiaomi,Budget,Android,4G,Yes,No,2925,4.98,2,32,8,220,1.58,2.4,0
2024,NA,Midrange,android,5G , No,Yes,4143,6.44,8,256,64,260,2.38,5.12,3
2018,Xiaomi,Midrange,ADROID, 4G#,Yes,No,2050,5.32,8,256,32,245,2.21,3.41,2
2017,Google,FLAGSHIP ,Android,3G,Yes,No,3520,6.19,8,256,48,257,2.46,4.91,3
2018,Motorola, midrange ,Android,4G,Yes,No,3469,5.62,6,256,48,231,2.28,3.17,2
2024,Xiaomi, BUDGET ,Android,4G,Yes,No,3858,6.05,8,128,48,244,2.68,5.37,2
2016,Samsung,budget ,Android, 4G,No,No,2923,5.53,2,64,24,232,1.77,2.41,0
2016,Nokia,Midrange,Android,3G, YES,No,2695,5.19,4,128,24,210,1.62,3.11,0
2018,Vivo,Midrange,andoid,4G, YES,No,NA,5.53,8,256,32,207,2.56,NA,3
2021,Motorola, midrange ,Android,4G,Yes,No,3934,5.76,4,128,48,232,2.75,5.07,2
2024,Vivo,Midrange, Android ,5G,No,Yes,3608,6.21,12,256,64,254,2.94,5.94,3
2016,MOTOROLA,Midrange, ANDROID, 3G, No,No ,2906,5.12,6,128,32,228,1.74,3.3,1
2022, Oppo!,Midrange,Android, 4G , yes ,No,3976,6.16,6,256,48,252,2.91,4.53,2
2021,Oppo,Midrange,Android,4G, Yes ,NO ,3551,5.94,6,256,NA,222,2.62,5.08,2
2016,Motorola,Budget,Android,4G,Yes, no,3099,4.51,3,64,24,211,1.69,1.62,0
2021,Xiaomi,Midrange,ANDROID!, 4G*, yes, NO,3493,5.85,6,256,64,238,2.31,5.41,2
2022,VIVO,Midrange,adroid,4G,Yes,No,3734,5.61,8,256,48,245,2.41,4.59,3
2015,Xiaomi,Budget,Android,4G,Yes , NO,2778,4.77,2,32,24,215,1.39,2.1,0
2015,oppo *, Budget,Android,4G,yes,No,2262,4.42,2,32,8,209,1.5,2.3,0
2019,OnePlus,Flagship,Android,4G,No,No,4052,5.63,8,256,48,228,2.61,5.84,3
2018,Apple ,midrange !,iOS,4G,No,NO,3323,6.17,6,64,32,260,2.44,5.17,1
2019,Oppo,Flagship,Android,4G,Yes,No,3286,5.79,12,256,48,259,2.87,5.2,3
2024, Nokia ,Midrange,Android,5G,Yes,YES,4311,6.36,8,256,64,258,2.69,4.57,2
2024, Oppo,Flagship, android,4G,NO#,NA,4064,7.18,12,256,64,260,2.43,7.86,3
2022,Apple,Midrange,IOS!,5G,No,Yes,3370,6.21,6,128,64,229,2.27,5.37,3
2017,Oppo,NA,Android,4G, Yes ,No,2944,5.03,6,64,24,217,2.37,3.12,1
2018,Apple, Midrange, iOS ,4G,no, NO,3855,5.17,6,NA,48,229,2.24,3.18,2
2018, Motorola ,Midrange,Android,4G,Yes,No,3297,5.37,6,256,64,226,1.75,3.65,2
2020,Nokia,Budget,Android, 4G$,YES ,No!,3337,5.59,6,128,32,248,2.11,3.78,0
2016, nokia,Midrange,Android,4G,Yes,No ,3636,5.77,6,128,12,257,2.46,3.28,1
2023,Nokia,Budget,ndroid*,5G,Yes,Yes,3601,5.64,6,128,16,250,2.13,4.32,1
2020,Vivo,Midrange,android,4G,YES ,No,3447,6.39,6,256,32,260,2.57,4.27,2
2021,Xiaomi,Budget,Android,4G,Yes,No,2826,5.57,6,64,32,244,2.13,3.55,1
2020,Samsung,BUDGET,Android,4G,Yes,No,2773,5.44,6,128,32,223,1.88,3.86,1
2023,Apple,Midrange,iOS,5G,No ,Yes,3737,6.17,12,256,64,210,2.94,5.49,3
2015,OnePlus,Flagship,Android, 4g,Yes, NO ,3721,5.53,4,256,48,220,2.18,3.85,2
2023,Google,Flagship,Android,5G,Yes,Yes,4472,6.05,12,256,64,260,2.82,7.08,3
2020,Xiaomi,Midrange,android,4G,Yes,No,3843,6.08,8,256,48,243,2.08,4.03,1
2017,Samsung,Budget,Android,3g ,Yes,No,2717,5.15,3,64,32,242,1.94,2.65,0
2019,Xiaomi,Budget, Android,4G,yes$,No,2903,5.41,6,64,32,222,1.95,2.82,1
2015,Xiaomi,Flagship,Android,4G,yes,No,3721,5.22,NA,128,48,260,2.43,4.26,2
2024,Vivo,budget,Android,4G,No, No $,3701,6.04,8,128,32,242,2.58,3.97,2
2024,Google,Budget,Android,5G,Yes,Yes,4063,6.29,6,128,48,247,2.5,5.27,2
2022,Sony ,Flagship,android,5G,No,YES ,3696,6.56,8,256,64,260,2.9,6.38,3
2024,Huawei,Flagship, android#,5G,Yes,Yes,4624,7.15,12,256,64,260,3.24,7.29,3
2015,Vivo,Midrange,android ,4G,Yes,No,2755,5.05,2,128,16,208,1.7,2.62,0
2023,Xiaomi,Flagship,Android,5G,No,Yes,4265,6.81,12,NA,64,260,3.15,5.98,3
2016,Vivo,Midrange,Android,4G,yes , NO #,3444,5.18,6,128,32,238,2.03,3.25,1
2022, VIVO,Midrange, ANDROD,5G,No,Yes,2395,6.38,8,256,48,222,2.57,5.35,3
2024,Nokia,Budget,Android,4G,No,No,3309,5.88,6,128,48,233,2.44,4.96,2
2015,Apple,Midrange,iOS ,3G,No, No ,3159,5.35,2,128,32,237,1.96,3.25,1
2022,Apple, midrange ,iOS,4G, no #,No,3709,6.14,12,256,48,251,2.46,4.97,3
2024,Apple,Budget,iOS,4G ,No *,No,3692,5.96,8,128,48,242,2.33,5.21,2
2024, oppo,Midrange,Android,4G,No,No,4045,6.39,8,128,32,260,2.47,6.0,2
2021,Xiaomi ,MIDRANGE,Android,4G,No,No,3639,6.03,8,128,NA,246,2.54,4.67,3
2018,Xiaomi*,Buget*,Android,4G,No,No,2905,5.3,3,32,24,209,2.1,3.13,0
2015,Oppo,Budget,Android ,3G,Yes,no!,1914,4.73,3,32,8,260,1.92,2.43,0
2015,Oppo,Flagship,Android,3G,Yes,No,3621,5.73,6,256,24,259,2.11,3.44,2
2020,Xiaomi,Flagship,Android,4G,Yes,No,4062,6.22,6,256,48,260,3.5,5.3,3
2015,Apple ,NA,ios,4G,No,No,2734,5.23,6,64,24,227,2.18,3.05,1
2021,OnePlus,Midrange,Android,4G,No,No,3894,6.39,8,128,48,248,3.1,4.34,3
2022,Apple,Flagship, ios,5G,No, Yes ,4423,6.17,8,256,64,260,2.9,6.07,3
2019,Oppo,BUDGET,Android,4G,Yes,No,3172,5.33,3,32,12,245,1.7,3.1,0
2019,Nokia,Budget,Android,4G,No,No,2704,4.93,4,32,12,253,1.2,2.88,0
2023,Apple,BUDGET,iOS,4G,No,No,3115,6.15,8,64,48,253,2.41,4.43,2
2022,XIAOMI,Budget,Android,4G, Yes,No,3212,5.7,6,64,32,227,1.95,4.12,1
2022,Nokia,Budget,Android,4G,No,No,2897,5.58,6,256,32,229,2.01,4.63,2
2016,Vivo,Budget,Android, 4G ,Yes,No,2614,5.26,2,128,24,226,1.41,3.22,0
2019,Huawei, Budget,Android,4G,No,No,2697,5.27,6,128,24,214,2.07,3.9,1
2024,Samsung,Midrange,Android,5G,No,Yes#,4330,6.58,8,256,48,260,2.72,5.14,3
2016, SAMSUNG*,Flagship,Android,4G,Yes,no,3566,5.59,6,256,48,252,2.74,4.64,2
2018,Google,Flagship,Android,4G,Yes , No,3312,6.2,12,256,48,260,2.57,5.15,3
2015,vivo ,Budget,ANDROID ,4G,Yes,NA,2571,4.83,2,128,8,231,1.53,2.29,0
2022,Vivo,Budget,Androi#,4G,Yes, no,4164,5.59,6,64,32,245,2.32,4.61,1
2018, ppo#,Budget,Android,4G,yes,No,3137,5.19,4,32,32,239,2.13,2.62,0
2022,OPPO,NA,Android,5G,Yes,YES ,3280,6.69,8,128,32,238,2.42,4.46,2
2018,Xiaomi,Budget,Android,4G,Yes,NO,2620,5.09,3,64,12,234,2.02,2.92,0
2021,Apple,MIDRANGE,iOS,4G,No,No,3462,6.4,8,256,48,260,2.63,4.9,3
2021,Apple,BUDGET*,iOS,4G,No,No,3954,5.54,4,128,32,249,2.1,3.05,0
2017,Samsung,Flagshp,Android,4G,YES,No,2966,NA,6,256,48,244,2.72,3.56,3
2015,Apple,Flagship ,IOS,4G, No,No,3538,5.5,4,256,32,242,2.82,3.46,2
2016,smsung,Midrange,Android,4G,Yes,No,3367,5.72,4,128,24,257,2.28,2.9,1
2019,Samsung,Budget,Android,4G,No,No,3573,5.38,4,64,32,260,1.93,3.1,0
2023,OPPO,budget,ANDROID,4G,Yes,No,NA,5.55,6,128,48,236,2.87,4.29,1
2024,Vivo,Midrange,Android,5G,Yes,Yes,4071,6.92,8,256,64,238,2.65,5.22,3
2021,Xiaomi,Midrange,Android, 4g ,Yes,no ,3504,6.19,8,64,32,252,2.76,4.43,1
2020,Xiaomi,Midrange,Android,4G,Yes,No,3607,6.51,8,128,32,259,2.3,5.08,1
2019,Xiaomi,Budget,Android,4G,No,No,2891,5.68,8,128,32,242,2.13,3.5,1
2016,Apple,budget,iOS,4G,NA,No ,2920,4.84,4,64,8,217,1.27,2.98,0
2017,OnePlus,Budget,Android,4G,yes ,No,3164,5.17,3,32,32,214,2.04,2.5,0
2019,OnePlus,midrange,Android,4G,Yes,No,3124,5.44,4,128,24,219,2.82,4.54,1
2020,OnePlus,BUDGET,ndroid,4G,Yes,No,3181,6.15,3,64,NA,250,1.95,3.28,0
2023,Nokia,Midrange,Android,5G,No,Yes,4248,7.03,12,256,64,249,2.31,5.66,3
2024,huawei,flagship $,Android, 5G ,Yes,Yes,4424,7.2,12,256,64,260,3.1,6.02,3
2024,Huawei,Midrange,Android$,5G,No#,Yes,3384,6.37,8,256,64,224,3.05,5.57,3
2021,Huawei,Midrange,Android,4G,No,No,3482,5.93,6,256,32,236,2.35,4.53,2
2020,Vivo,Flagship,android,4G$,Yes,No,3782,6.05,8,256,48,247,2.66,5.24,2
2023,GOOGLE $,Midrange,Android,5G,Yes,Yes,3934,6.35,12,256,64,252,2.72,6.13,3
2024, Oppo ,BUDET,Android,4G,Yes,No,3858,6.82,6,256,48,260,2.61,4.67,2
2023,Xiaomi,MIDRANGE,Android,4G,No,No,3524,6.4,8,256,48,235,2.95,5.48,2
2018, apple ,Budget #,ios ,4G,no,No,2888,5.35,3,64,16,236,2.01,3.0,0
2022,Huawei, budget,HarmonyOS,4G, No,NO,3006,5.7,6,128,48,214,2.07,3.83,1
2022,Xiaomi,Budget ,Android,4G,No,No,3362,5.6,6,64,32,233,NA,4.39,1
2016,SAMSUNG!, Flagship,Android,4G,YES,No,3596,5.76,6,256,48,238,2.12,4.35,2
2023,Oppo,Midrange,Android,4G,YES,NO,3294,6.38,8,256,64,246,2.65,4.97,3
2022,Oppo,Midrange, androd,5G, no,Yes,3870,5.93,6,256,64,254,2.24,5.3,2
2017,Motorola,Budget,Android,4G,Yes,No,2601,4.82,2,64,16,217,1.84,2.04,0
2018, xiaomi,Budget, Android $,4g,Yes,No,2611,5.77,3,128,32,233,1.78,3.38,0
2018,Samsung,Midrange,Android,4G,no ,No,2956,5.43,6,128,48,234,2.17,4.12,1
2016,Nokia,Midrange,Android,4G,No,No,3016,5.37,6,256,24,260,1.97,3.61,1
2020,Samsung, FLAGSHIP,Android,4G,Yes,No,4133,6.39,12,256,64,260,2.87,5.44,3
2024,Samsung,Flagship,Android,5G,No,Yes,3990,6.72,12,256,64,248,3.17,6.85,3
2020,Huawei, MIDRANGE,Android,4G,Yes,No,3532,6.01,6,128,64,245,2.14,4.56,2
2020,Samsung,Midrange,ANDROID ,4G,yes,no,3958,6.05,8,NA,32,260,2.04,4.92,2
2018,OnePlus,Midrange,Android,4G,Yes,No,3300,5.89,8,256,24,260,1.82,3.6,1
2016,Huawei, midrange ,Android,4G,YE !,No,2673,5.13,6,64,12,219,1.9,2.82,1
2023, Google,Flagship,Android,5G,No, Yes,3958,6.63,12,256,48,246,2.61,6.43,3
2022,Oppo,Budget$,ANDROID!,4G,Yes, no,3714,6.1,6,128,48,252,2.02,4.75,0
2022,Huawei,midrange*,Android,4G,Yes,No,3076,6.05,6,128,64,219,2.61,4.78,3
2016,nokia,Budget,Andoid ,3g,YES,No,2674,5.31,2,32,16,210,1.51,2.63,0
2020,Sony,Flagship,Android,4G,Yes,No,3424,6.57,12,256,48,260,2.47,4.89,3
2024,oneplus,Budget,android,4G,No,No,3373,5.99,8,128,64,231,2.07,4.2,2
2019,Sony,Flagship ,Android,4G ,No,No ,3782,6.43,8,256,48,258,2.25,5.53,2
2024,OnePlus,Flagship*,ANDROID,5G,No $,YES,4082,6.55,12,256,64,220,3.05,6.54,3
2018,Xiaomi, Midrange,Android,4G,Yes,No,3707,5.63,6,128,32,260,2.06,4.06,2
2021,Apple $,Budget,iOS,4G,No,No,3301,5.8,6,128,32,245,2.07,4.6,1
2020,Samsung,Budget, Android,4G,NO *,No,2639,5.01,4,64,32,215,1.73,4.19,0
2021,Motorola,Midrange,android , 4G,YES,No,3763,5.9,6,256,48,260,2.81,4.99,3
2024,Samsung,MIDRANGE,Android,4G,Yes,No,4775,6.07,8,256,64,259,2.39,5.88,3
2018,HUAWEI,MIDRANG, HarmonyOS ,4G,Yes,No,3348,5.73,6,128,32,242,2.55,4.45,1
2023,Vivo ,Flagship,Android,5G,no ,Yes,4494,6.62,12,256,48,244,2.74,6.13,3
NA,Samsung,Flagship,Android,4G,Yes,No,3340,5.13,6,256,NA,241,2.36,3.61,1
2015,XIAOMI*,Midrange !,Android,3G!,Yes,No,2800,5.09,NA,64,24,240,1.8,3.01,1
2018,Apple,midrange,iOS #,4G,No,No,3189,5.71,8,256,32,243,2.52,2.97,2
2017,Samsung,Flagship,NA,4G ,Yes,No,3613,5.02,8,256,48,252,2.16,4.48,3
2022,Samsung, FLAGSHIP *,Android,5G, Yes ,Yes,4353,6.52,8,256,64,260,2.86,5.37,3
2017,sony,Budget,Android,4G, NO,No,2574,5.42,4,32,16,242,1.79,2.27,0
2016,Motorola,Midrange,Android,4G ,Yes,No,3386,5.32,6,128,32,229,1.96,2.97,1
2017,Samsung,Budget,Android,4G,Yes,No,3326,5.55,2,128,32,230,1.57,2.87,0
2022, viv#,Budget,Android,4G,Yes,No,3328,5.73,8,128,32,248,1.59,4.16,1
2017,Google,Budget, ANDROID,4G,No,No,2921,5.6,4,32,16,258,1.42,NA,0
2018,Nokia,Budget,Android,4G, Yes ,No,2893,5.39,4,64,24,229,1.46,1.87,0
2023,Samsung, Flagsip ,Android,5G,No, Yes#,4494,6.77,8,256,64,258,3.25,6.67,3
2023,Samsung,Flagship,Android, 5G,No ,Yes,3780,6.67,12,256,64,260,3.0,5.82,3
2020,Xiaomi,midrange,Android,4G,Yes,No,3135,5.64,8,256,48,235,2.36,4.18,2
2022,Samsung,Flagship,Android,5G,Yes,Yes,4190,6.63,12,256,64,237,3.52,7.11,3
2015,Apple,Budget,iOS,4g, No,no,2077,5.16,2,128,16,223,1.56,1.66,0
2020,NOKIA!,Budget,Android,4G,No,NA,3299,5.58,6,64,24,221,2.3,3.18,0
2019,Samsung,Midrange,Android,4g,Yes,No,3714,6.13,4,256,48,256,2.81,4.85,2
2024,Samsung,BUDGET,Android, 5G,Yes,Yes,3771,6.44,8,128,64,258,2.32,5.49,3
2017,Vivo,Budget,Android,4g,Yes,No,2783,5.47,3,32,24,226,2.45,2.65,0
2016,Motorola,Budget,android,4G,No,No,3210,5.04,3,64,12,225,1.61,2.81,1
2022,Nokia,Flagship,Android,5G,No,Yes,4673,6.28,8,256,48,253,3.09,5.52,3
2024,Apple,Budget ,iOS,4G,No,No,3566,6.46,8,128,48,260,2.53,4.45,1
2019,Apple,Midrange,ios,4G,No,NO,2849,5.63,6,128,24,245,1.89,3.64,2
2024,hawei$,MIDRANGE ,harmonyos,4G,Yes,No,4027,6.5,12,256,64,243,2.43,6.39,3
2018,OnePlus,Budget,Android,4G,Yes,No,2821,5.4,3,64,24,248,1.74,2.75,0
2024,Sony,Midrange,Android,4G, NO,NO ,3611,6.58,8,256,64,243,2.99,6.53,3
2015, xiaomi,Midrange,Android,3G,YES,No,2803,5.32,4,128,32,243,1.69,3.0,2
2019,Vivo,Budget,Android,4g,Yes,No #,3333,6.01,4,64,24,229,1.62,4.99,0
2018,Apple,Budget,iOS,4G,No,No,2987,5.97,3,32,24,232,1.81,3.27,1
2023,SONY , budet,android*,4G,yes!,no,3863,6.27,6,128,32,233,2.52,4.38,1
2019,Xiaomi,Midrange,Android, 4G!,Yes$,No,3853,5.59,6,256,48,253,2.11,4.34,2
2016,Samsung ,Budget,Android, 3G,No,No,3465,5.23,2,64,16,260,1.97,1.96,0
2015,Samsung,Midrange#,ANDROID ,4G, YES!,No,2900,5.49,4,128,24,260,2.46,3.14,1
2019,Apple,Flagship, ios,4G,No, NO*,3825,6.14,8,256,64,260,3.15,5.05,2
2016,Sony,Flagship,Android, 4G,YES,No,2142,5.79,6,128,48,255,2.42,4.09,1
2019,Nokia,Budget,Android,4G, NO ,No,2909,5.61,4,64,48,248,2.28,3.28,1
2022,Xiaomi,Midrange,Android,5G,No,YES ,3755,6.08,8,256,64,260,2.15,4.98,3
2019,Oppo,Budget, ANDROID,4G,Yes,No,3393,4.9,4,128,32,219,1.71,3.66,1
2015,Vivo,Midrange,Android,4G,Yes,No,3060,5.23,4,128,32,245,1.9,3.46,0
2023,Samsung,Budget,Android,4G,No,No,3371,5.54,8,256,32,213,2.06,4.31,2
2021,sony ,Budget!,Android,4G,No,No,2786,5.52,6,128,24,219,2.01,4.19,1
2021,Nokia,Fagship,android #,5G,Yes,Yes,4152,6.34,8,256,48,NA,2.6,5.63,3
2020,Google,Midrange,Android,4G,Yes,No,4035,5.87,6,256,48,259,2.4,5.36,2
2020,Nokia,Budget,Android,4G ,Yes,No,3147,4.89,6,64,48,198,1.63,3.57,0
2023,Motorola,BUDGET,Android,4g,Yes,No,3842,6.18,4,128,48,237,2.3,4.9,2
2016, oneplus,Midrange,Android,4G,Yes,No,3083,5.67,6,128,16,249,1.86,2.83,2
2016,Huawei,Budget,Android ,3G ,Yes,no,2615,5.33,2,32,16,252,1.99,1.57,0
2023,samsung ,Midrange,Android,4G,No,No,3984,6.09,8,128,48,256,2.48,6.78,3
2015,apple,Midrange,iOS,4G,No,No,2839,5.21,6,128,24,259,1.58,3.14,1
2021,Xiaomi,Flagship,Android, 4g,No,No,3802,6.98,12,256,64,260,3.17,6.41,3
2021,Samsung,Budget,Android,4G,No,No,3520,4.79,4,128,48,233,2.19,3.81,2
2024,Samsung,Budget,Android,4G ,NO, No,3537,6.63,8,64,64,260,2.37,4.7,2
2020,Vivo,Budget,Android,4G, no,No,3177,5.13,4,128,24,222,1.89,2.92,1
2017,Xiaomi,Midrange,Android, 4G, Yes,No,2829,5.43,4,128,12,249,2.22,3.87,0
2022,Motorola,Budget,Android ,4G,Yes,No#,3463,6.31,6,64,32,240,1.85,5.02,1
2019,Xiaomi,Midrange,ANDROID , 4g ,Yes, no,3572,5.49,6,128,48,222,2.59,4.09,1
2023,Samsung,budget,Android,5G,NA,Yes,3382,5.74,6,128,48,236,2.28,4.03,1
2017,Motorola,Budget, Android#,4G,Yes,No,2251,5.08,3,32,32,228,1.67,2.05,0
2020,Huawei,Midrange,Android,4G, no, No,2972,5.88,6,256,32,245,2.33,4.66,2
2018,Sony, BUDGET#,Android,4G,Yes,No,2932,5.58,2,32,24,251,1.67,2.77,0
2015,Nokia,MIDRANGE,Android,4G,No,No,2621,5.55,3,128,24,244,1.73,2.73,0
2023,Xiaomi,Budget,android,5G,Yes, Yes ,3408,6.33,8,256,24,260,2.23,4.9,3
2015,ONEPLUS,BUDGET$, ANDROID,4G,No,No,2438,4.41,2,128,16,223,1.69,2.45,0
2019,OnePlus,Flagship,Android,4G,Yes,No,4251,6.35,8,256,48,260,3.25,4.45,3
2018,Xiaomi,Midrange, ANDROID,4g , No,No,2933,5.88,6,128,48,249,2.71,3.6,2
2017,Vivo,MIDRANGE,Android,3G,Yes,No,2825,5.56,3,64,32,230,2.34,3.46,0
2024,Apple, FLAGSHIP!,iOS ,5G,No,Yes ,4044,6.5,12,NA,64,260,3.46,NA,3
2020,Sony,Midrange,Android,4G,Yes,No,3567,6.34,8,128,32,260,2.54,4.43,2
2024,Vivo,Budget,Android,4G, Yes *, NO ,3823,6.29,6,128,64,260,2.48,4.8,3
2016,Xiaomi,Budget,ndroid,3g,Yes,No ,2876,4.78,3,32,8,229,1.66,2.57,0
2024,Apple,Midrange,iOS,5G$,No,Yes ,3817,6.13,8,128,64,260,2.68,5.14,2
2017,samsung,Budget,Android,3G,No,No,3124,5.23,6,32,8,222,2.04,2.59,0
2022,Google,flagship,Android,5G,No, Yes,3769,6.39,12,256,64,253,3.03,5.63,3
2023,Vivo,Flagship,ANDROID,4G,No ,No,3994,6.49,12,256,64,260,3.2,6.31,3
2017,Vivo,Midrange,android, 3g !,Yes,No ,3025,5.89,6,128,24,254,1.77,4.4,1
2019,Xiaomi,Midrange,Android,4G ,Yes,No,3743,5.38,6,128,24,239,1.83,3.48,1
2021,OnePlus,Midrange,Android,4G,Yes,No,2963,5.95,6,256,48,241,2.37,4.98,3
2015,Apple,MIDRANGE ,iOS, 4g,No,No,3125,4.54,3,128,16,221,1.93,3.64,1
2021, Sony,Budget,Android,4G,Yes,No,3104,5.47,6,128,32,243,2.0,4.54,2
2018,Huawei,Budget,HarmonyOS,4G,no,No,2563,4.82,2,32,8,221,1.68,2.66,0
2021, oneplus, flagship, ANDROID,5G#, NO ,YES,4317,6.24,8,256,64,260,3.02,5.97,3
2021,Samsung,Midrange,ANDROID,4G,Yes,No,3330,6.31,8,256,48,254,2.62,4.83,3
2016,Google,NA,Android,4G,Yes,No#,3780,5.9,6,256,24,249,2.65,4.68,2
2023,Nokia,Budget,Android,4G,Yes,No,3172,6.31,6,128,48,239,2.21,5.02,1
2022,Apple,BUDGET,iOS,5G ,No ,Yes,3605,5.57,4,128,48,246,2.19,3.3,2
2023,Google,Budget*,ANDROID ,5G,Yes,Yes,3858,5.92,6,128,24,227,2.03,3.85,0
2023,Samsung,Midrange,Android,5G,Yes, YES$,4475,5.97,8,256,48,259,2.4,4.37,2
2015,Apple,Midrange ,IOS,3G,No,No,3037,5.09,6,128,32,225,1.8,3.98,1
2022,Apple,Budget, iOS ,4G,No,No,3471,6.07,6,128,32,213,2.14,4.72,2
2023,Motorola,Midrange, Android,5G ,yes,Yes,3930,6.73,12,256,64,253,3.04,5.82,NA
2019,Oppo,Midrange,Android,4G,no,No,3609,6.48,8,128,32,230,2.54,4.18,1
2016,OnePlus,Flagship,android,4G,Yes,No,2818,5.88,6,256,16,251,2.46,4.13,1
2015,OPPO ,Budget,Android, 3G,Yes,No,2491,4.82,2,32,8,205,1.78,1.83,0
2016,Apple, Flagship,iOS,4g,No,No ,3519,5.46,4,256,16,249,2.52,4.65,1
2018,Google,Flagship,Android,4G,Yes,No,3825,5.41,8,256,32,225,2.76,5.13,3
2015,XIAOMI, Budget,Android,4G,Yes,No,2253,4.31,2,64,16,224,1.84,1.56,0
2020,OnePlus,Midrange,Android,4G,yes, no#,3978,5.95,8,256,48,260,2.21,4.64,2
