,Year,Brand,Model_Tier,Network_Type,Dual_Sim,Has5G,Battery_mAh,ScreenSize_in,RAM_GB,Storage_GB,Camera_MP,Weight_g,CPU_GHz,Resolution_MP,Price_Class
776,2017,Xiaomi,Midrange,4g,yes,no,3090.0,5.3,6.0,128.0,32.0,256.0,2.04,3.84,1
777,2015,Motorola,Flagship,4g,no,no,3312.0,5.59,8.0,256.0,32.0,258.0,2.28,3.89,2
778,2022,Motorola,Budget,4g,yes,no,3391.0,6.53,4.0,128.0,24.0,260.0,2.09,3.53,1
779,2021,Nokia,Midrange,4g,no,no,3517.0,6.12,8.0,256.0,48.0,260.0,2.13,5.16,2
780,2018,Oneplus,Budget,4g,no,no,3352.0,5.18,4.0,64.0,24.0,233.0,1.2,2.63,0
781,2022,Apple,Midrange,4g,no,no,3886.0,6.49,6.0,256.0,48.0,260.0,2.85,4.74,3
782,2021,Sony,Budget,4g,yes,no,3065.0,5.5,6.0,32.0,32.0,243.0,1.8,4.25,1
783,2015,Xiaomi,Budget,3g,yes,no,2099.0,5.07,3.0,32.0,16.0,243.0,1.64,2.18,0
784,2019,Xiaomi,Budget,4g,no,no,2979.0,5.86,6.0,64.0,48.0,260.0,2.09,2.59,1
785,2024,Oneplus,Budget,5g,yes,yes,3552.0,6.07,6.0,128.0,48.0,260.0,2.1,5.33,2
786,2018,Motorola,Budget,4g,yes,no,2207.0,5.02,4.0,128.0,32.0,231.0,1.96,3.13,1
787,2018,Vivo,Flagship,4g,no,no,3077.0,5.74,8.0,256.0,48.0,258.0,2.85,4.85,3
788,2021,Xiaomi,Flagship,5g,no,yes,3474.0,6.78,12.0,256.0,48.0,260.0,2.98,5.07,3
789,2020,Oppo,Midrange,4g,yes,no,3486.0,5.66,4.0,128.0,48.0,244.0,2.39,4.56,1
790,2022,Nokia,Midrange,4g,yes,no,3265.0,6.06,8.0,128.0,64.0,255.0,2.71,4.08,2
791,2020,Apple,Flagship,4g,no,no,3744.0,6.08,12.0,256.0,48.0,260.0,2.26,5.71,3
792,2017,Xiaomi,Budget,3g,no,no,2532.0,5.11,4.0,32.0,8.0,224.0,1.72,2.83,0
793,2018,Oneplus,Budget,4g,yes,no,2547.0,4.87,4.0,128.0,24.0,210.0,2.31,2.69,1
794,2024,Motorola,Midrange,5g,yes,yes,3779.0,6.53,8.0,256.0,48.0,260.0,2.39,5.82,2
795,2023,Sony,Flagship,5g,yes,yes,4506.0,6.57,12.0,256.0,64.0,260.0,2.26181146025878,7.31,3
796,2023,Oneplus,Budget,4g,yes,no,3553.0,6.12,6.0,128.0,48.0,219.0,2.59,4.71,1
797,2024,Xiaomi,Budget,4g,yes,no,3234.0,5.81,8.0,128.0,48.0,237.0,2.21,4.85,2
798,2020,Oneplus,Midrange,4g,yes,no,3130.0,5.58,8.0,128.0,48.0,249.0,2.61,4.81,2
799,2020,Samsung,Budget,4g,no,no,3782.0,5.84,6.0,128.0,48.0,260.0,1.88,3.76,1
800,2018,Vivo,Budget,4g,yes,no,2764.0,5.11,2.0,32.0,32.0,227.0,1.65,2.75,0
801,2017,Apple,Budget,4g,no,no,2346.0,5.58,6.0,128.0,32.0,232.0,1.57,2.83,1
802,2020,Oneplus,Flagship,5g,yes,yes,3665.0,6.1,8.0,256.0,48.0,259.0,2.65,5.5,3
803,2024,Huawei,Midrange,4g,yes,no,3830.0,6.37,8.0,256.0,48.0,246.0,2.86,5.34,3
804,2024,Apple,Budget,4g,no,no,3748.0,5.85,6.0,256.0,48.0,244.0,2.15,4.82,2
805,2022,Samsung,Flagship,5g,no,yes,4231.0,6.6,12.0,256.0,64.0,260.0,2.71,5.64,3
806,2023,Nokia,Budget,4g,yes,no,3405.0,6.76,6.0,256.0,48.0,260.0,2.18,4.28,2
807,2020,Oneplus,Flagship,4g,no,no,3727.0,6.36,8.0,256.0,48.0,260.0,2.92,5.36,2
808,2021,Huawei,Budget,4g,no,no,2976.0,5.47,6.0,128.0,48.0,257.0,2.06,3.84,1
809,2019,Oppo,Midrange,4g,yes,no,3427.0,5.8,6.0,128.0,48.0,226.0,2.22,4.86,2
810,2017,Oneplus,Budget,4g,yes,no,2838.0,5.08,4.0,64.0,16.0,219.0,1.33,3.17,0
812,2021,Samsung,Flagship,4g,yes,no,4272.0,6.38,12.0,256.0,64.0,260.0,2.84,5.78,3
813,2024,Oppo,Midrange,4g,yes,no,3605.0,6.23,8.0,256.0,64.0,260.0,2.82,5.59,3
814,2020,Vivo,Budget,4g,yes,no,2952.0,5.7,4.0,64.0,32.0,219.0,1.69,3.62,0
815,2019,Motorola,Budget,4g,yes,no,3388.0,5.43,4.0,32.0,12.0,222.0,1.81,3.14,0
816,2024,Xiaomi,Midrange,4g,yes,no,4591.0,6.46,8.0,128.0,32.0,249.0,2.68,5.4,2
817,2018,Xiaomi,Midrange,4g,no,no,3254.0,5.72,2.0,128.0,32.0,240.0,2.18,3.32,0
818,2018,Nokia,Midrange,4g,yes,no,3171.0,5.82,6.0,256.0,32.0,258.0,2.5,4.03,2
819,2018,Apple,Budget,4g,no,no,3160.0,5.03,3.0,32.0,24.0,207.0,2.06,2.68,0
820,2022,Apple,Budget,4g,no,no,3366.0,6.26,6.0,128.0,48.0,254.0,2.13,3.92,2
821,2019,Huawei,Budget,4g,yes,no,2154.0,5.34,3.0,64.0,24.0,234.0,1.82,2.68,0
822,2017,Huawei,Budget,4g,no,no,2288.0,5.55,3.0,128.0,32.0,231.0,1.87,2.93,0
824,2018,Vivo,Flagship,4g,no,no,4111.0,5.77,6.0,256.0,48.0,249.0,2.81,5.05,2
825,2021,Motorola,Budget,4g,yes,no,3570.0,5.28,8.0,64.0,48.0,240.0,2.15,2.81,1
826,2022,Google,Budget,4g,yes,no,3640.0,6.05,6.0,128.0,24.0,260.0,1.64,3.67,1
827,2018,Apple,Midrange,4g,no,no,3585.0,5.81,8.0,128.0,48.0,245.0,2.62,3.75,2
829,2019,Samsung,Midrange,4g,no,no,4296.0,5.61,6.0,256.0,48.0,233.0,2.15,4.11,2
830,2020,Motorola,Flagship,5g,yes,yes,3979.0,6.29,8.0,256.0,64.0,260.0,2.9,5.91,3
831,2018,Oneplus,Budget,4g,yes,no,2666.0,5.23,4.0,128.0,24.0,230.0,2.3,2.78,1
832,2019,Apple,Budget,4g,no,no,3187.0,5.03,6.0,128.0,48.0,219.0,2.29,2.61,1
833,2021,Nokia,Midrange,4g,yes,no,3558.0,6.19,6.0,256.0,48.0,251.0,2.56,4.55,2
834,2019,Sony,Budget,4g,yes,no,3284.0,5.79,4.0,32.0,32.0,252.0,1.62,3.56,0
835,2019,Google,Midrange,4g,yes,no,3657.0,5.32,6.0,128.0,48.0,217.0,1.84,3.99,1
836,2017,Huawei,Midrange,4g,no,no,2919.0,5.87,6.0,256.0,16.0,256.0,1.6,3.16,1
837,2019,Nokia,Flagship,4g,yes,no,3162.0,5.86,8.0,256.0,48.0,258.0,2.69,5.45,3
838,2020,Oneplus,Midrange,4g,yes,no,3454.0,5.46,6.0,128.0,48.0,234.0,2.47,4.08,2
839,2021,Xiaomi,Budget,4g,no,no,3204.0,5.71,6.0,64.0,48.0,243.0,2.28,3.6,1
840,2016,Oneplus,Budget,4g,yes,no,2329.0,5.36,4.0,32.0,8.0,232.0,1.71,2.03,0
841,2016,Oneplus,Budget,4g,yes,no,2714.0,4.98,2.0,32.0,12.0,226.0,1.45,3.04,0
842,2016,Xiaomi,Flagship,4g,yes,no,3834.0,5.24,8.0,256.0,32.0,256.0,2.85,4.99,3
843,2021,Samsung,Budget,4g,yes,no,3387.0,5.72,6.0,128.0,32.0,216.0,2.29,4.37,1
844,2023,Nokia,Flagship,5g,yes,yes,4255.0,6.18,12.0,256.0,64.0,235.0,3.06,6.34,3
845,2023,Oppo,Midrange,5g,yes,yes,3909.0,6.66,12.0,256.0,48.0,260.0,2.78,5.3,3
846,2018,Google,Midrange,4g,yes,no,3673.0,5.73,8.0,128.0,32.0,244.0,2.11,3.73,1
847,2022,Samsung,Midrange,4g,yes,no,3113.0,5.97,6.0,256.0,48.0,239.0,2.35,5.36,3
848,2018,Xiaomi,Flagship,4g,yes,no,3470.0,6.35,6.0,256.0,64.0,246.0,2.7,4.78,3
849,2020,Xiaomi,Budget,4g,yes,no,2595.0,5.82,6.0,64.0,32.0,255.0,2.3,3.97,0
850,2021,Nokia,Midrange,5g,yes,yes,3367.0,6.02,8.0,256.0,48.0,236.0,2.64,5.06,3
851,2023,Samsung,Midrange,4g,no,no,3752.0,6.74,8.0,256.0,64.0,260.0,2.54,5.25,3
852,2024,Samsung,Budget,5g,yes,yes,2706.0,5.9,6.0,32.0,48.0,234.0,2.64,4.7,1
853,2015,Huawei,Midrange,3g,yes,no,3706.0,5.23,3.0,128.0,24.0,215.0,2.1,2.91,1
854,2017,Sony,Budget,3g,no,no,2689.0,5.32,4.0,64.0,24.0,249.0,1.8,2.12,0
855,2023,Samsung,Budget,4g,yes,no,3968.0,5.71,8.0,128.0,32.0,240.0,1.93,3.59,2
856,2023,Apple,Midrange,4g,no,no,3740.0,6.58,8.0,256.0,48.0,260.0,2.97,5.33,2
857,2019,Apple,Midrange,4g,no,no,3341.0,6.15,6.0,256.0,64.0,260.0,2.27,4.2,2
859,2021,Oneplus,Midrange,4g,yes,no,3365.0,6.24,8.0,128.0,48.0,257.0,2.25,5.06,2
860,2018,Samsung,Midrange,4g,yes,no,3508.0,5.2,6.0,128.0,48.0,238.0,2.64,4.48,2
861,2015,Samsung,Midrange,3g,yes,no,3332.84,5.86,4.0,128.0,16.0,260.0,1.79,2.96,1
862,2017,Apple,Midrange,4g,no,no,2891.0,5.45,6.0,128.0,32.0,235.0,1.88,3.13,2
863,2019,Sony,Midrange,4g,yes,no,3940.0,5.71,8.0,256.0,32.0,247.0,2.2,4.39,2
864,2021,Google,Midrange,4g,yes,no,3553.0,6.4,8.0,256.0,64.0,260.0,2.26,5.03,3
865,2021,Oppo,Budget,4g,yes,no,3268.0,5.74,4.0,128.0,32.0,260.0,2.57,4.46,1
866,2017,Oppo,Midrange,4g,no,no,2528.0,5.62,6.0,128.0,48.0,241.0,2.74,3.99,2
867,2015,Xiaomi,Budget,4g,yes,no,2925.0,4.98,2.0,32.0,8.0,220.0,1.58,2.4,0
869,2018,Xiaomi,Midrange,4g,yes,no,2050.0,5.32,8.0,256.0,32.0,245.0,2.21,3.41,2
870,2017,Google,Flagship,3g,yes,no,3520.0,6.19,8.0,256.0,48.0,257.0,2.46,4.91,3
871,2018,Motorola,Midrange,4g,yes,no,3469.0,5.62,6.0,256.0,48.0,231.0,2.28,3.17,2
872,2024,Xiaomi,Budget,4g,yes,no,3858.0,6.05,8.0,128.0,48.0,244.0,2.68,5.37,2
873,2016,Samsung,Budget,4g,no,no,2923.0,5.53,2.0,64.0,24.0,232.0,1.77,2.41,0
874,2016,Nokia,Midrange,3g,yes,no,2695.0,5.19,4.0,128.0,24.0,210.0,1.62,3.11,0
875,2018,Vivo,Midrange,4g,yes,no,3332.84,5.53,8.0,256.0,32.0,207.0,2.56,4.08,3
876,2021,Motorola,Midrange,4g,yes,no,3934.0,5.76,4.0,128.0,48.0,232.0,2.75,5.07,2
877,2024,Vivo,Midrange,5g,no,yes,3608.0,6.21,12.0,256.0,64.0,254.0,2.94,5.94,3
878,2016,Motorola,Midrange,3g,no,no,2906.0,5.12,6.0,128.0,32.0,228.0,1.74,3.3,1
879,2022,Oppo,Midrange,4g,yes,no,3976.0,6.16,6.0,256.0,48.0,252.0,2.91,4.53,2
880,2021,Oppo,Midrange,4g,yes,no,3551.0,5.94,6.0,256.0,32.0,222.0,2.62,5.08,2
881,2016,Motorola,Budget,4g,yes,no,3099.0,4.51,3.0,64.0,24.0,211.0,1.69,1.62,0
882,2021,Xiaomi,Midrange,4g,yes,no,3493.0,5.85,6.0,256.0,64.0,238.0,2.31,5.41,2
883,2022,Vivo,Midrange,4g,yes,no,3734.0,5.61,8.0,256.0,48.0,245.0,2.41,4.59,3
884,2015,Xiaomi,Budget,4g,yes,no,2778.0,4.77,2.0,32.0,24.0,215.0,1.39,2.1,0
885,2015,Oppo,Budget,4g,yes,no,2262.0,4.42,2.0,32.0,8.0,209.0,1.5,2.3,0
886,2019,Oneplus,Flagship,4g,no,no,4052.0,5.63,8.0,256.0,48.0,228.0,2.61,5.84,3
887,2018,Apple,Midrange,4g,no,no,3323.0,6.17,6.0,64.0,32.0,260.0,2.44,5.17,1
888,2019,Oppo,Flagship,4g,yes,no,3286.0,5.79,12.0,256.0,48.0,259.0,2.87,5.2,3
889,2024,Nokia,Midrange,5g,yes,yes,4311.0,6.36,8.0,256.0,64.0,258.0,2.69,4.57,2
891,2022,Apple,Midrange,5g,no,yes,3370.0,6.21,6.0,128.0,64.0,229.0,2.27,5.37,3
893,2018,Apple,Midrange,4g,no,no,3855.0,5.17,6.0,128.0,48.0,229.0,2.24,3.18,2
894,2018,Motorola,Midrange,4g,yes,no,3297.0,5.37,6.0,256.0,64.0,226.0,1.75,3.65,2
895,2020,Nokia,Budget,4g,yes,no,3337.0,5.59,6.0,128.0,32.0,248.0,2.11,3.78,0
896,2016,Nokia,Midrange,4g,yes,no,3636.0,5.77,6.0,128.0,12.0,257.0,2.46,3.28,1
897,2023,Nokia,Budget,5g,yes,yes,3601.0,5.64,6.0,128.0,16.0,250.0,2.13,4.32,1
898,2020,Vivo,Midrange,4g,yes,no,3447.0,6.39,6.0,256.0,32.0,260.0,2.57,4.27,2
899,2021,Xiaomi,Budget,4g,yes,no,2826.0,5.57,6.0,64.0,32.0,244.0,2.13,3.55,1
900,2020,Samsung,Budget,4g,yes,no,2773.0,5.44,6.0,128.0,32.0,223.0,1.88,3.86,1
901,2023,Apple,Midrange,5g,no,yes,3737.0,6.17,12.0,256.0,64.0,210.0,2.94,5.49,3
902,2015,Oneplus,Flagship,4g,yes,no,3721.0,5.53,4.0,256.0,48.0,220.0,2.18,3.85,2
903,2023,Google,Flagship,5g,yes,yes,4472.0,6.05,12.0,256.0,64.0,260.0,2.82,7.08,3
904,2020,Xiaomi,Midrange,4g,yes,no,3843.0,6.08,8.0,256.0,48.0,243.0,2.08,4.03,1
905,2017,Samsung,Budget,3g,yes,no,2717.0,5.15,3.0,64.0,32.0,242.0,1.94,2.65,0
906,2019,Xiaomi,Budget,4g,yes,no,2903.0,5.41,6.0,64.0,32.0,222.0,1.95,2.82,1
907,2015,Xiaomi,Flagship,4g,yes,no,3721.0,5.22,6.0,128.0,48.0,260.0,2.43,4.26,2
908,2024,Vivo,Budget,4g,no,no,3701.0,6.04,8.0,128.0,32.0,242.0,2.58,3.97,2
909,2024,Google,Budget,5g,yes,yes,4063.0,6.29,6.0,128.0,48.0,247.0,2.5,5.27,2
910,2022,Sony,Flagship,5g,no,yes,3696.0,6.56,8.0,256.0,64.0,260.0,2.9,6.38,3
911,2024,Huawei,Flagship,5g,yes,yes,4624.0,7.15,12.0,256.0,64.0,260.0,3.24,7.29,3
912,2015,Vivo,Midrange,4g,yes,no,2755.0,5.05,2.0,128.0,16.0,208.0,1.7,2.62,0
913,2023,Xiaomi,Flagship,5g,no,yes,4265.0,6.81,12.0,128.0,64.0,260.0,3.15,5.98,3
914,2016,Vivo,Midrange,4g,yes,no,3444.0,5.18,6.0,128.0,32.0,238.0,2.03,3.25,1
915,2022,Vivo,Midrange,5g,no,yes,2395.0,6.38,8.0,256.0,48.0,222.0,2.57,5.35,3
916,2024,Nokia,Budget,4g,no,no,3309.0,5.88,6.0,128.0,48.0,233.0,2.44,4.96,2
917,2015,Apple,Midrange,3g,no,no,3159.0,5.35,2.0,128.0,32.0,237.0,1.96,3.25,1
918,2022,Apple,Midrange,4g,no,no,3709.0,6.14,12.0,256.0,48.0,251.0,2.46,4.97,3
919,2024,Apple,Budget,4g,no,no,3692.0,5.96,8.0,128.0,48.0,242.0,2.33,5.21,2
920,2024,Oppo,Midrange,4g,no,no,4045.0,6.39,8.0,128.0,32.0,260.0,2.47,6.0,2
921,2021,Xiaomi,Midrange,4g,no,no,3639.0,6.03,8.0,128.0,32.0,246.0,2.54,4.67,3
922,2018,Xiaomi,Budget,4g,no,no,2905.0,5.3,3.0,32.0,24.0,209.0,2.1,3.13,0
923,2015,Oppo,Budget,3g,yes,no,1914.0,4.73,3.0,32.0,8.0,260.0,1.92,2.43,0
924,2015,Oppo,Flagship,3g,yes,no,3621.0,5.73,6.0,256.0,24.0,259.0,2.11,3.44,2
925,2020,Xiaomi,Flagship,4g,yes,no,4062.0,6.22,6.0,256.0,48.0,260.0,3.5,5.3,3
927,2021,Oneplus,Midrange,4g,no,no,3894.0,6.39,8.0,128.0,48.0,248.0,3.1,4.34,3
928,2022,Apple,Flagship,5g,no,yes,4423.0,6.17,8.0,256.0,64.0,260.0,2.9,6.07,3
929,2019,Oppo,Budget,4g,yes,no,3172.0,5.33,3.0,32.0,12.0,245.0,1.7,3.1,0
930,2019,Nokia,Budget,4g,no,no,2704.0,4.93,4.0,32.0,12.0,253.0,1.2,2.88,0
931,2023,Apple,Budget,4g,no,no,3115.0,6.15,8.0,64.0,48.0,253.0,2.41,4.43,2
932,2022,Xiaomi,Budget,4g,yes,no,3212.0,5.7,6.0,64.0,32.0,227.0,1.95,4.12,1
933,2022,Nokia,Budget,4g,no,no,2897.0,5.58,6.0,256.0,32.0,229.0,2.01,4.63,2
934,2016,Vivo,Budget,4g,yes,no,2614.0,5.26,2.0,128.0,24.0,226.0,1.41,3.22,0
935,2019,Huawei,Budget,4g,no,no,2697.0,5.27,6.0,128.0,24.0,214.0,2.07,3.9,1
936,2024,Samsung,Midrange,5g,no,yes,4330.0,6.58,8.0,256.0,48.0,260.0,2.72,5.14,3
937,2016,Samsung,Flagship,4g,yes,no,3566.0,5.59,6.0,256.0,48.0,252.0,2.74,4.64,2
938,2018,Google,Flagship,4g,yes,no,3312.0,6.2,12.0,256.0,48.0,260.0,2.57,5.15,3
940,2022,Vivo,Budget,4g,yes,no,4164.0,5.59,6.0,64.0,32.0,245.0,2.32,4.61,1
941,2018,Oppo,Budget,4g,yes,no,3137.0,5.19,4.0,32.0,32.0,239.0,2.13,2.62,0
943,2018,Xiaomi,Budget,4g,yes,no,2620.0,5.09,3.0,64.0,12.0,234.0,2.02,2.92,0
944,2021,Apple,Midrange,4g,no,no,3462.0,6.4,8.0,256.0,48.0,260.0,2.63,4.9,3
945,2021,Apple,Budget,4g,no,no,3954.0,5.54,4.0,128.0,32.0,249.0,2.1,3.05,0
946,2017,Samsung,Flagship,4g,yes,no,2966.0,5.74,6.0,256.0,48.0,244.0,2.72,3.56,3
947,2015,Apple,Flagship,4g,no,no,3538.0,5.5,4.0,256.0,32.0,242.0,2.82,3.46,2
948,2016,Samsung,Midrange,4g,yes,no,3367.0,5.72,4.0,128.0,24.0,257.0,2.28,2.9,1
949,2019,Samsung,Budget,4g,no,no,3573.0,5.38,4.0,64.0,32.0,260.0,1.93,3.1,0
950,2023,Oppo,Budget,4g,yes,no,3332.84,5.55,6.0,128.0,48.0,236.0,2.87,4.29,1
951,2024,Vivo,Midrange,5g,yes,yes,4071.0,6.92,8.0,256.0,64.0,238.0,2.65,5.22,3
952,2021,Xiaomi,Midrange,4g,yes,no,3504.0,6.19,8.0,64.0,32.0,252.0,2.76,4.43,1
953,2020,Xiaomi,Midrange,4g,yes,no,3607.0,6.51,8.0,128.0,32.0,259.0,2.3,5.08,1
954,2019,Xiaomi,Budget,4g,no,no,2891.0,5.68,8.0,128.0,32.0,242.0,2.13,3.5,1
956,2017,Oneplus,Budget,4g,yes,no,3164.0,5.17,3.0,32.0,32.0,214.0,2.04,2.5,0
957,2019,Oneplus,Midrange,4g,yes,no,3124.0,5.44,4.0,128.0,24.0,219.0,2.82,4.54,1
958,2020,Oneplus,Budget,4g,yes,no,3181.0,6.15,3.0,64.0,32.0,250.0,1.95,3.28,0
959,2023,Nokia,Midrange,5g,no,yes,4248.0,7.03,12.0,256.0,64.0,249.0,2.31,5.66,3
960,2024,Huawei,Flagship,5g,yes,yes,4424.0,7.2,12.0,256.0,64.0,260.0,3.1,6.02,3
961,2024,Huawei,Midrange,5g,no,yes,3384.0,6.37,8.0,256.0,64.0,224.0,3.05,5.57,3
962,2021,Huawei,Midrange,4g,no,no,3482.0,5.93,6.0,256.0,32.0,236.0,2.35,4.53,2
963,2020,Vivo,Flagship,4g,yes,no,3782.0,6.05,8.0,256.0,48.0,247.0,2.66,5.24,2
964,2023,Google,Midrange,5g,yes,yes,3934.0,6.35,12.0,256.0,64.0,252.0,2.72,6.13,3
965,2024,Oppo,Budget,4g,yes,no,3858.0,6.82,6.0,256.0,48.0,260.0,2.61,4.67,2
966,2023,Xiaomi,Midrange,4g,no,no,3524.0,6.4,8.0,256.0,48.0,235.0,2.95,5.48,2
967,2018,Apple,Budget,4g,no,no,2888.0,5.35,3.0,64.0,16.0,236.0,2.01,3.0,0
968,2022,Huawei,Budget,4g,no,no,3006.0,5.7,6.0,128.0,48.0,214.0,2.07,3.83,1
969,2022,Xiaomi,Budget,4g,no,no,3362.0,5.6,6.0,64.0,32.0,233.0,2.26181146025878,4.39,1
970,2016,Samsung,Flagship,4g,yes,no,3596.0,5.76,6.0,256.0,48.0,238.0,2.12,4.35,2
971,2023,Oppo,Midrange,4g,yes,no,3294.0,6.38,8.0,256.0,64.0,246.0,2.65,4.97,3
972,2022,Oppo,Midrange,5g,no,yes,3870.0,5.93,6.0,256.0,64.0,254.0,2.24,5.3,2
973,2017,Motorola,Budget,4g,yes,no,2601.0,4.82,2.0,64.0,16.0,217.0,1.84,2.04,0
974,2018,Xiaomi,Budget,4g,yes,no,2611.0,5.77,3.0,128.0,32.0,233.0,1.78,3.38,0
975,2018,Samsung,Midrange,4g,no,no,2956.0,5.43,6.0,128.0,48.0,234.0,2.17,4.12,1
976,2016,Nokia,Midrange,4g,no,no,3016.0,5.37,6.0,256.0,24.0,260.0,1.97,3.61,1
977,2020,Samsung,Flagship,4g,yes,no,4133.0,6.39,12.0,256.0,64.0,260.0,2.87,5.44,3
978,2024,Samsung,Flagship,5g,no,yes,3990.0,6.72,12.0,256.0,64.0,248.0,3.17,6.85,3
979,2020,Huawei,Midrange,4g,yes,no,3532.0,6.01,6.0,128.0,64.0,245.0,2.14,4.56,2
980,2020,Samsung,Midrange,4g,yes,no,3958.0,6.05,8.0,128.0,32.0,260.0,2.04,4.92,2
981,2018,Oneplus,Midrange,4g,yes,no,3300.0,5.89,8.0,256.0,24.0,260.0,1.82,3.6,1
983,2023,Google,Flagship,5g,no,yes,3958.0,6.63,12.0,256.0,48.0,246.0,2.61,6.43,3
984,2022,Oppo,Budget,4g,yes,no,3714.0,6.1,6.0,128.0,48.0,252.0,2.02,4.75,0
985,2022,Huawei,Midrange,4g,yes,no,3076.0,6.05,6.0,128.0,64.0,219.0,2.61,4.78,3
986,2016,Nokia,Budget,3g,yes,no,2674.0,5.31,2.0,32.0,16.0,210.0,1.51,2.63,0
987,2020,Sony,Flagship,4g,yes,no,3424.0,6.57,12.0,256.0,48.0,260.0,2.47,4.89,3
988,2024,Oneplus,Budget,4g,no,no,3373.0,5.99,8.0,128.0,64.0,231.0,2.07,4.2,2
989,2019,Sony,Flagship,4g,no,no,3782.0,6.43,8.0,256.0,48.0,258.0,2.25,5.53,2
990,2024,Oneplus,Flagship,5g,no,yes,4082.0,6.55,12.0,256.0,64.0,220.0,3.05,6.54,3
991,2018,Xiaomi,Midrange,4g,yes,no,3707.0,5.63,6.0,128.0,32.0,260.0,2.06,4.06,2
992,2021,Apple,Budget,4g,no,no,3301.0,5.8,6.0,128.0,32.0,245.0,2.07,4.6,1
993,2020,Samsung,Budget,4g,no,no,2639.0,5.01,4.0,64.0,32.0,215.0,1.73,4.19,0
994,2021,Motorola,Midrange,4g,yes,no,3763.0,5.9,6.0,256.0,48.0,260.0,2.81,4.99,3
995,2024,Samsung,Midrange,4g,yes,no,4775.0,6.07,8.0,256.0,64.0,259.0,2.39,5.88,3
996,2018,Huawei,Midrange,4g,yes,no,3348.0,5.73,6.0,128.0,32.0,242.0,2.55,4.45,1
997,2023,Vivo,Flagship,5g,no,yes,4494.0,6.62,12.0,256.0,48.0,244.0,2.74,6.13,3
999,2015,Xiaomi,Midrange,3g,yes,no,2800.0,5.09,6.0,64.0,24.0,240.0,1.8,3.01,1
1000,2018,Apple,Midrange,4g,no,no,3189.0,5.71,8.0,256.0,32.0,243.0,2.52,2.97,2
1001,2017,Samsung,Flagship,4g,yes,no,3613.0,5.02,8.0,256.0,48.0,252.0,2.16,4.48,3
1002,2022,Samsung,Flagship,5g,yes,yes,4353.0,6.52,8.0,256.0,64.0,260.0,2.86,5.37,3
1003,2017,Sony,Budget,4g,no,no,2574.0,5.42,4.0,32.0,16.0,242.0,1.79,2.27,0
1004,2016,Motorola,Midrange,4g,yes,no,3386.0,5.32,6.0,128.0,32.0,229.0,1.96,2.97,1
1005,2017,Samsung,Budget,4g,yes,no,3326.0,5.55,2.0,128.0,32.0,230.0,1.57,2.87,0
1006,2022,Vivo,Budget,4g,yes,no,3328.0,5.73,8.0,128.0,32.0,248.0,1.59,4.16,1
1007,2017,Google,Budget,4g,no,no,2921.0,5.6,4.0,32.0,16.0,258.0,1.42,4.08,0
1008,2018,Nokia,Budget,4g,yes,no,2893.0,5.39,4.0,64.0,24.0,229.0,1.46,1.87,0
1009,2023,Samsung,Flagship,5g,no,yes,4494.0,6.77,8.0,256.0,64.0,258.0,3.25,6.67,3
1010,2023,Samsung,Flagship,5g,no,yes,3780.0,6.67,12.0,256.0,64.0,260.0,3.0,5.82,3
1011,2020,Xiaomi,Midrange,4g,yes,no,3135.0,5.64,8.0,256.0,48.0,235.0,2.36,4.18,2
1012,2022,Samsung,Flagship,5g,yes,yes,4190.0,6.63,12.0,256.0,64.0,237.0,3.52,7.11,3
1013,2015,Apple,Budget,4g,no,no,2077.0,5.16,2.0,128.0,16.0,223.0,1.56,1.66,0
1015,2019,Samsung,Midrange,4g,yes,no,3714.0,6.13,4.0,256.0,48.0,256.0,2.81,4.85,2
1016,2024,Samsung,Budget,5g,yes,yes,3771.0,6.44,8.0,128.0,64.0,258.0,2.32,5.49,3
1017,2017,Vivo,Budget,4g,yes,no,2783.0,5.47,3.0,32.0,24.0,226.0,2.45,2.65,0
1018,2016,Motorola,Budget,4g,no,no,3210.0,5.04,3.0,64.0,12.0,225.0,1.61,2.81,1
1019,2022,Nokia,Flagship,5g,no,yes,4673.0,6.28,8.0,256.0,48.0,253.0,3.09,5.52,3
1020,2024,Apple,Budget,4g,no,no,3566.0,6.46,8.0,128.0,48.0,260.0,2.53,4.45,1
1021,2019,Apple,Midrange,4g,no,no,2849.0,5.63,6.0,128.0,24.0,245.0,1.89,3.64,2
1022,2024,Huawei,Midrange,4g,yes,no,4027.0,6.5,12.0,256.0,64.0,243.0,2.43,6.39,3
1023,2018,Oneplus,Budget,4g,yes,no,2821.0,5.4,3.0,64.0,24.0,248.0,1.74,2.75,0
1024,2024,Sony,Midrange,4g,no,no,3611.0,6.58,8.0,256.0,64.0,243.0,2.99,6.53,3
1025,2015,Xiaomi,Midrange,3g,yes,no,2803.0,5.32,4.0,128.0,32.0,243.0,1.69,3.0,2
1026,2019,Vivo,Budget,4g,yes,no,3333.0,6.01,4.0,64.0,24.0,229.0,1.62,4.99,0
1027,2018,Apple,Budget,4g,no,no,2987.0,5.97,3.0,32.0,24.0,232.0,1.81,3.27,1
1028,2023,Sony,Budget,4g,yes,no,3863.0,6.27,6.0,128.0,32.0,233.0,2.52,4.38,1
1029,2019,Xiaomi,Midrange,4g,yes,no,3853.0,5.59,6.0,256.0,48.0,253.0,2.11,4.34,2
